paper_id,ref_title,ref_journal
15472450.2010.516226,The impacts of cooperative adaptive cruise control on traffic flow characteristics,IEEE Transactions on Intelligent Transportation Systems
15472450.2010.516226,Impacts of a congestion assistant on driving behaviour and acceptance using a driving simulator.,Transportation Research Part F
15472450.2010.516226,Providing over-the-horizon awareness to driver support systems,Proceedings of the 4th International Workshop on Vehicle-to-Vehicle Communications
15472450.2010.516226,Modelling cooperative roadside and in-vehicle intelligent transport systems using the ITS modeller.,Proceedings of the 12th World Congress on ITS
15472450.2010.516226,Deployment scenarios for speed assistance systems,Proceedings of the 15th World Congress on Intelligent Transport Systems
15472450.2010.516226,The impact of adaptive cruise control systems on highway safety and traffic flow.,"Journal of Automobile Engineering, Proceedings of the Institution of Mechanical Engineers, Part D"
15472450.2010.516229,Using stated preference data for studying the effect of advanced traffic information on drivers' route choice.,Transportation Research C: Emerging Technologies
15472450.2010.516229,Route choice in response to variable message signs: Factors affecting compliance,Behavioural and network impacts of driver information systems
15472450.2010.516229,LOTUS: An algorithm for building accurate and comprehensible logistic regression trees.,Journal of Computational and Graphical Statistics
15472450.2010.516229,Effect of information quality on compliance behavior of commuters under real-time traffic informatio.,Transportation Research Record
15472450.2010.516229,Driver en route guidance compliance and driver learning with advanced traveler information systems: Analysis with travel simulation experiment.,Transportation Research Record
15472450.2010.516229,A review of neural networks applied to transport.,Transportation Research C
15472450.2010.516229,Effects of information accuracy on user trust and compliance,Proceedings of the Conference on Human Factors in Computing Systems
15472450.2010.516229,Modeling revealed and stated pretrip travel response to advanced traveler information systems.,Transportation Research Record
15472450.2010.516229,Data collection on en route behaviour under ATIS,NA
15472450.2010.516229,Travelers' preferences for in-vehicle information systems: An exploratory analysis.,Transportation Research C
15472450.2010.516229,Efficient algorithms for minimizing cross validation error,NA
15472450.2010.516229,Drivers' learning and network behavior dynamic analysis of the driver-network system as a complex system.,Transportation Research Record
15472450.2010.516229,Parametric evaluation for route guidance systems with analysis of sustainable driver compliance.,Transportation Research Record
15472450.2010.516229,Forecasting multiple-period freeway link travel times using modular neural networks.,Transportation Research Record
15472450.2010.516229,Content of variable message signs and on-line driver behavior.,Transportation Research Record
15472450.2010.516229,Neural network analysis of travel behavior evaluating tools for prediction.,Transportation Research C
15472450.2010.516229,Short-term traffic flow prediction: Neural network approach,Transportation Research Record
15472450.2010.516229,Role of congestion and information in trip-makers' dynamic decision processes experimental investigation.,Transportation Research Record
15472450.2010.516229,Evaluation of the potential benefits of advanced traveler information systems.,Journal of Intelligent Transportation Systems
15472450.2010.516229,Development of a mixed multi-nomial logit model to capture the impact of information systems on travelers' switching behavior.,Journal of Intelligent Transportation Systems
15472450.2010.516229,Work travel mode choice modeling with data mining: decision trees and neural networks,Transportation Research Record
15472450.2010.516229,Exploration of route choice behavior with advanced traveler information using neural network concepts.,Transportation
15472450.2010.516229,Macroscopic modeling of freeway traffic using an artificial neural network.,Transportation Research Record
15472450.2010.516232,Allocating emergency service vehicles to serve critical transportation infrastructures,Journal of Intelligent Transportation Systems
15472450.2010.516232,The maximal covering location problem,Papers of the Regional Science Association
15472450.2010.516232,"A maximum expected covering location model: Formulation, properties and heuristic solution",Transportation Science
15472450.2010.516232,Development of a deployment planning tool for freeway safety service patrol programs,Journal of Intelligent Transportation Systems
15472450.2010.516232,Optimal allocation of multiple emergency service resources for protecting critical transportation infrastructure,Transportation Research Record –Journal of the Transportation Research Board
15472450.2010.516232,Strategic facility location: A review.,European Journal of Operational Research
15472450.2010.516232,The maximal covering location problem and α-reliable P-center problem: Derivatives of the probabilistic location set covering problem.,Annals of Operations Research
15472450.2010.516232,A probabilistic FLEET model with individual vehicle reliability requirements,European Journal of Operation Research
